Population,Total_Wealth,Avg_Skill,Births,Deaths,Births_Cumul,Deaths_Cumul,Healer_Count,Toolmaker_Count,Trader_Count,Successful_Healings,Tools_Produced,Trades_Executed,Wealth_Traded
53,364.9451388062285,0.5,4,1,4,1,10,10,10,0,1,12,4.772625
55,323.5235964161409,0.5027272727272728,3,1,7,2,10,10,10,0,1,12,4.8121125
57,279.9505796943348,0.5026315789473684,3,1,10,3,10,10,10,0,2,14,3.3807661875000004
56,238.09375698672102,0.5044642857142857,4,5,14,8,10,10,10,0,1,16,4.622686940625
51,191.58197786085614,0.5049019607843137,1,6,15,14,10,10,10,0,0,14,3.4351840940625005
51,192.73803400130328,0.5049019607843137,3,3,18,17,10,10,10,0,0,14,3.5958975
45,179.8089801013397,0.5077777777777778,1,7,19,24,10,10,10,0,1,10,2.4787198513491346
41,174.8310100559876,0.5097560975609756,1,5,20,29,10,10,10,0,2,8,1.7442878834062503
38,171.4338149158237,0.5105263157894737,1,4,21,33,10,10,10,0,0,20,5.317911996533022
37,175.0356076965592,0.5108108108108109,2,3,23,36,10,10,10,0,0,10,3.322276756184597
34,168.73947832789563,0.5117647058823529,0,3,23,39,10,10,10,0,3,16,1.9377010837296769
30,164.26231457789564,0.5066666666666666,0,4,23,43,10,10,10,0,0,12,2.046737386829407
28,159.82455334890955,0.5071428571428571,0,2,23,45,10,10,10,0,1,10,1.283474032527895
25,160.55097028635325,0.508,1,4,24,49,10,10,10,0,0,12,1.6584549579310583
21,153.26414224980786,0.5047619047619047,0,4,24,53,10,10,10,0,2,14,2.271108843207672
22,158.22352974980785,0.5045454545454545,1,0,25,53,10,10,10,0,0,16,1.5128345068563027
20,161.74852974980786,0.505,1,3,26,56,10,10,10,0,1,16,1.799170862143944
19,159.74852974980786,0.5052631578947369,0,1,26,57,10,10,10,0,1,16,1.9267611424627762
17,156.5228364614852,0.5058823529411764,0,2,26,59,10,10,10,0,1,16,0.46889653383372404
13,154.5228364614852,0.5,0,4,26,63,10,10,10,0,0,16,0.38645017257813385
12,153.30340474980787,0.5,0,1,26,64,10,10,10,0,2,18,0.6057007630235521
11,152.83529224980788,0.5,0,1,26,65,10,10,10,0,1,14,1.974773237580113
10,152.45054224980785,0.5,0,1,26,66,10,10,10,0,1,18,2.790632362932467
7,152.41399099980785,0.5,0,3,26,69,10,10,10,0,1,16,3.023217910153818
6,151.98649099980787,0.5,0,1,26,70,10,10,10,0,1,18,3.156144525543883
5,151.60174099980787,0.5,0,1,26,71,10,10,10,0,2,16,1.8022971644296282
6,161.60174099980787,0.5,2,1,28,72,10,10,10,0,0,16,1.639946789596868
6,159.60174099980787,0.5,0,0,28,72,10,10,10,0,1,20,3.3999973706478612
7,162.60174099980787,0.5,1,0,29,72,10,10,10,0,1,20,2.811234731099346
6,159.60174099980787,0.5,0,1,29,73,10,10,10,0,1,18,2.13019022924299
5,156.60174099980787,0.5,0,1,29,74,10,10,10,0,0,20,1.4209507511144128
5,153.60174099980787,0.5,0,0,29,74,10,10,10,0,0,16,2.028625188726147
3,152.60174099980787,0.5,0,2,29,76,10,10,10,0,0,18,3.3922416107804017
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,2,18,3.8970649444595726
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,2,18,2.2104473425730338
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,1,20,1.1043884727430422
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,0,20,2.239538316815339
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,0,20,3.54877020907786
3,151.60174099980787,0.5,0,0,29,76,10,10,10,0,3,20,2.185539606345059
2,151.60174099980787,0.5,0,1,29,77,10,10,10,0,1,20,1.8343186969089564
2,151.60174099980787,0.5,0,0,29,77,10,10,10,0,0,18,1.1962428255956503
2,151.60174099980787,0.5,0,0,29,77,10,10,10,0,3,18,1.145226911017121
2,151.60174099980787,0.5,0,0,29,77,10,10,10,0,0,18,0.9111271361542388
2,151.60174099980787,0.5,0,0,29,77,10,10,10,0,0,16,0.9756769087848497
2,151.60174099980787,0.5,0,0,29,77,10,10,10,0,1,18,0.9211204104038676
2,151.5981821954404,0.5,0,0,29,77,10,10,10,0,1,18,1.5768618174702802
2,151.5981821954404,0.5,0,0,29,77,10,10,10,0,2,18,1.4278814990876605
2,151.5981821954404,0.5,0,0,29,77,10,10,10,0,0,16,1.2572676327549217
2,151.5981821954404,0.5,0,0,29,77,10,10,10,0,1,20,2.8410878954811323
2,151.5981821954404,0.5,0,0,29,77,10,10,10,0,3,16,1.4435171005544758
